Total number of projects,Transaction Time,Current Time MS
2437,3,1617584336979
2438,3,1617584336982
2439,3,1617584336986
2440,3,1617584336989
2441,3,1617584336992
2442,4,1617584336995
2443,3,1617584336999
2444,5,1617584337002
2445,3,1617584337007
2446,4,1617584337010
2447,4,1617584337014
2448,4,1617584337018
2449,3,1617584337022
2450,4,1617584337025
2451,4,1617584337029
2452,3,1617584337033
2453,3,1617584337036
2454,4,1617584337039
2455,3,1617584337043
2456,4,1617584337046
2457,4,1617584337050
2458,3,1617584337054
2459,4,1617584337057
2460,3,1617584337061
2461,4,1617584337064
2462,3,1617584337068
2463,4,1617584337071
2464,3,1617584337075
2465,3,1617584337078
2466,4,1617584337081
2467,3,1617584337085
2468,4,1617584337088
2469,4,1617584337092
2470,3,1617584337096
2471,3,1617584337099
2472,4,1617584337102
2473,3,1617584337106
2474,4,1617584337109
2475,4,1617584337113
2476,3,1617584337117
2477,4,1617584337120
2478,3,1617584337124
2479,4,1617584337127
2480,3,1617584337131
2481,5,1617584337134
2482,4,1617584337139
2483,5,1617584337143
2484,4,1617584337148
2485,4,1617584337152
2486,5,1617584337156
2487,3,1617584337161
2488,3,1617584337165
2489,4,1617584337168
2490,5,1617584337172
2491,5,1617584337177
2492,6,1617584337182
2493,5,1617584337188
2494,4,1617584337193
2495,4,1617584337197
2496,5,1617584337201
2497,4,1617584337206
2498,6,1617584337210
2499,3,1617584337216
2500,6,1617584337219
2501,5,1617584337225
2502,6,1617584337230
2503,4,1617584337236
2504,4,1617584337240
2505,3,1617584337244
2506,4,1617584337247
2507,4,1617584337251
2508,5,1617584337255
2509,4,1617584337260
2510,4,1617584337264
2511,4,1617584337268
2512,3,1617584337272
2513,4,1617584337275
2514,4,1617584337279
2515,4,1617584337283
2516,3,1617584337287
2517,4,1617584337290
2518,3,1617584337294
2519,4,1617584337297
2520,4,1617584337301
2521,3,1617584337305
2522,4,1617584337308
2523,3,1617584337312
2524,5,1617584337315
2525,3,1617584337320
2526,5,1617584337323
2527,4,1617584337328
2528,3,1617584337332
2529,4,1617584337335
2530,4,1617584337339
2531,4,1617584337343
2532,4,1617584337347
2533,3,1617584337351
2534,4,1617584337354
2535,4,1617584337358
2536,4,1617584337362
2537,4,1617584337366
2538,4,1617584337370
2539,4,1617584337374
2540,4,1617584337378
2541,3,1617584337382
2542,4,1617584337385
2543,4,1617584337389
2544,5,1617584337393
2545,4,1617584337398
2546,4,1617584337402
2547,5,1617584337406
2548,5,1617584337411
2549,3,1617584337416
2550,4,1617584337419
2551,4,1617584337423
2552,4,1617584337427
2553,3,1617584337431
2554,4,1617584337434
2555,4,1617584337438
2556,4,1617584337442
2557,3,1617584337446
2558,4,1617584337449
2559,4,1617584337453
2560,3,1617584337457
2561,5,1617584337460
2562,4,1617584337465
2563,4,1617584337469
2564,4,1617584337473
2565,4,1617584337477
2566,4,1617584337481
2567,3,1617584337485
2568,5,1617584337488
2569,3,1617584337493
2570,4,1617584337496
2571,3,1617584337500
2572,4,1617584337503
2573,3,1617584337507
2574,5,1617584337510
2575,3,1617584337515
2576,4,1617584337518
2577,4,1617584337522
2578,4,1617584337526
2579,4,1617584337530
2580,3,1617584337534
2581,4,1617584337537
2582,4,1617584337541
2583,4,1617584337545
2584,4,1617584337549
2585,3,1617584337553
2586,4,1617584337556
2587,4,1617584337560
2588,3,1617584337564
2589,4,1617584337567
2590,3,1617584337571
2591,4,1617584337574
2592,4,1617584337578
2593,3,1617584337582
2594,4,1617584337585
2595,4,1617584337589
2596,4,1617584337593
2597,4,1617584337597
2598,3,1617584337601
2599,4,1617584337604
2600,4,1617584337608
2601,4,1617584337612
2602,4,1617584337616
2603,3,1617584337620
2604,4,1617584337623
2605,3,1617584337627
2606,4,1617584337630
2607,4,1617584337634
2608,4,1617584337638
2609,4,1617584337642
2610,4,1617584337646
2611,4,1617584337650
2612,3,1617584337654
2613,4,1617584337657
2614,4,1617584337661
2615,5,1617584337665
2616,3,1617584337670
2617,4,1617584337673
2618,4,1617584337677
2619,4,1617584337681
2620,4,1617584337685
2621,3,1617584337689
2622,4,1617584337692
2623,3,1617584337696
2624,4,1617584337699
2625,4,1617584337703
2626,4,1617584337707
2627,4,1617584337711
2628,3,1617584337715
2629,4,1617584337718
2630,4,1617584337722
2631,4,1617584337726
2632,4,1617584337730
2633,4,1617584337734
2634,4,1617584337738
2635,4,1617584337742
2636,4,1617584337746
2637,3,1617584337750
2638,4,1617584337753
2639,3,1617584337757
2640,4,1617584337760
2641,3,1617584337764
2642,4,1617584337767
2643,4,1617584337771
2644,4,1617584337775
2645,4,1617584337779
2646,4,1617584337783
2647,3,1617584337787
2648,4,1617584337790
2649,4,1617584337794
2650,3,1617584337798
2651,4,1617584337801
2652,3,1617584337805
2653,4,1617584337808
2654,4,1617584337812
2655,4,1617584337816
2656,3,1617584337820
2657,5,1617584337823
2658,3,1617584337828
2659,4,1617584337831
2660,4,1617584337835
2661,4,1617584337839
2662,4,1617584337844
2663,5,1617584337848
2664,3,1617584337853
2665,4,1617584337856
2666,4,1617584337860
2667,3,1617584337864
2668,4,1617584337867
2669,5,1617584337871
2670,3,1617584337876
2671,5,1617584337879
2672,3,1617584337884
2673,4,1617584337887
2674,4,1617584337891
2675,3,1617584337895
2676,5,1617584337898
2677,3,1617584337903
2678,4,1617584337906
2679,4,1617584337910
2680,4,1617584337914
2681,4,1617584337918
2682,4,1617584337922
2683,4,1617584337926
2684,4,1617584337930
2685,4,1617584337934
2686,3,1617584337938
2687,4,1617584337941
2688,4,1617584337945
2689,4,1617584337949
2690,3,1617584337953
2691,4,1617584337956
2692,3,1617584337960
2693,5,1617584337963
2694,5,1617584337968
2695,3,1617584337973
2696,3,1617584337976
2697,4,1617584337979
2698,4,1617584337983
2699,3,1617584337987
2700,5,1617584337990
2701,4,1617584337995
2702,5,1617584337999
2703,6,1617584338004
2704,7,1617584338010
2705,8,1617584338017
2706,6,1617584338025
2707,7,1617584338031
2708,6,1617584338038
2709,6,1617584338044
2710,7,1617584338050
2711,6,1617584338057
2712,5,1617584338063
2713,5,1617584338068
2714,4,1617584338073
2715,5,1617584338077
2716,18,1617584338082
2717,6,1617584338100
2718,6,1617584338106
2719,6,1617584338112
2720,6,1617584338118
2721,5,1617584338124
2722,6,1617584338129
2723,4,1617584338135
2724,5,1617584338139
2725,5,1617584338144
2726,4,1617584338149
2727,3,1617584338153
2728,4,1617584338156
2729,5,1617584338160
2730,5,1617584338165
2731,5,1617584338170
2732,6,1617584338175
2733,5,1617584338181
2734,4,1617584338186
2735,5,1617584338190
2736,4,1617584338195
2737,4,1617584338199
2738,4,1617584338203
2739,5,1617584338207
2740,4,1617584338212
2741,4,1617584338216
2742,4,1617584338220
2743,5,1617584338224
2744,6,1617584338229
2745,5,1617584338235
2746,4,1617584338240
2747,4,1617584338245
2748,4,1617584338249
2749,4,1617584338253
2750,4,1617584338257
2751,5,1617584338261
2752,5,1617584338266
2753,4,1617584338271
2754,5,1617584338275
2755,4,1617584338280
2756,4,1617584338284
2757,4,1617584338288
2758,4,1617584338292
2759,3,1617584338296
2760,4,1617584338299
2761,4,1617584338303
2762,3,1617584338307
2763,4,1617584338310
2764,3,1617584338314
2765,4,1617584338317
2766,6,1617584338321
2767,4,1617584338327
2768,4,1617584338331
2769,3,1617584338335
2770,5,1617584338338
2771,4,1617584338343
2772,4,1617584338347
2773,4,1617584338351
2774,5,1617584338355
2775,5,1617584338360
2776,4,1617584338365
2777,4,1617584338369
2778,4,1617584338373
2779,4,1617584338377
2780,4,1617584338381
2781,3,1617584338385
2782,4,1617584338388
2783,3,1617584338392
2784,4,1617584338395
2785,3,1617584338399
2786,3,1617584338402
2787,3,1617584338405
2788,4,1617584338408
2789,4,1617584338412
2790,4,1617584338416
2791,5,1617584338420
2792,4,1617584338425
2793,4,1617584338429
2794,4,1617584338433
2795,4,1617584338437
2796,4,1617584338441
2797,3,1617584338445
2798,4,1617584338448
2799,3,1617584338452
2800,4,1617584338455
2801,4,1617584338459
2802,4,1617584338463
2803,4,1617584338467
2804,4,1617584338471
2805,4,1617584338475
2806,3,1617584338479
2807,4,1617584338482
2808,3,1617584338486
2809,4,1617584338489
2810,4,1617584338493
2811,3,1617584338497
2812,5,1617584338500
2813,4,1617584338505
2814,5,1617584338509
2815,4,1617584338514
2816,4,1617584338518
2817,4,1617584338522
2818,3,1617584338526
2819,5,1617584338529
2820,3,1617584338534
2821,5,1617584338537
2822,4,1617584338542
2823,4,1617584338546
2824,4,1617584338550
2825,4,1617584338554
2826,4,1617584338558
2827,3,1617584338562
2828,4,1617584338565
2829,4,1617584338569
2830,3,1617584338573
2831,4,1617584338576
2832,3,1617584338580
2833,4,1617584338583
2834,4,1617584338587
2835,4,1617584338591
2836,4,1617584338595
2837,4,1617584338599
2838,3,1617584338603
2839,4,1617584338606
2840,4,1617584338610
2841,3,1617584338614
2842,4,1617584338617
2843,4,1617584338621
2844,3,1617584338625
2845,4,1617584338628
2846,3,1617584338632
2847,4,1617584338635
2848,3,1617584338639
2849,4,1617584338642
2850,3,1617584338646
2851,3,1617584338649
2852,4,1617584338652
2853,4,1617584338656
2854,3,1617584338660
2855,4,1617584338663
2856,4,1617584338667
2857,6,1617584338671
2858,4,1617584338677
2859,4,1617584338681
2860,4,1617584338685
2861,4,1617584338689
2862,4,1617584338693
2863,4,1617584338697
2864,4,1617584338701
2865,3,1617584338705
2866,4,1617584338708
2867,4,1617584338712
2868,4,1617584338716
2869,4,1617584338720
2870,3,1617584338724
2871,5,1617584338727
2872,4,1617584338732
2873,4,1617584338736
2874,4,1617584338740
2875,3,1617584338744
2876,5,1617584338747
2877,3,1617584338752
2878,3,1617584338755
2879,4,1617584338758
2880,3,1617584338762
2881,3,1617584338765
2882,4,1617584338768
2883,3,1617584338772
2884,4,1617584338775
2885,3,1617584338779
2886,4,1617584338782
2887,4,1617584338786
2888,3,1617584338790
2889,3,1617584338794
2890,4,1617584338797
2891,4,1617584338801
2892,3,1617584338805
2893,4,1617584338808
2894,3,1617584338812
2895,4,1617584338815
2896,3,1617584338819
2897,5,1617584338822
2898,5,1617584338827
2899,3,1617584338832
2900,5,1617584338835
2901,4,1617584338840
2902,4,1617584338844
2903,4,1617584338848
2904,5,1617584338852
2905,5,1617584338857
2906,5,1617584338862
2907,6,1617584338867
2908,4,1617584338873
2909,3,1617584338877
2910,4,1617584338880
2911,3,1617584338884
2912,4,1617584338887
2913,3,1617584338891
2914,3,1617584338894
2915,4,1617584338897
2916,3,1617584338901
2917,3,1617584338904
2918,4,1617584338907
2919,4,1617584338911
2920,3,1617584338915
2921,4,1617584338918
2922,4,1617584338922
2923,4,1617584338926
2924,3,1617584338930
2925,4,1617584338933
2926,5,1617584338937
2927,4,1617584338942
2928,4,1617584338946
2929,4,1617584338950
2930,3,1617584338954
2931,4,1617584338957
2932,3,1617584338961
2933,4,1617584338964
2934,3,1617584338968
2935,5,1617584338971
2936,3,1617584338976
2937,4,1617584338979
2938,3,1617584338983
2939,4,1617584338986
2940,4,1617584338990
2941,3,1617584338994
2942,4,1617584338997
2943,4,1617584339001
2944,4,1617584339005
2945,3,1617584339009
2946,4,1617584339012
2947,3,1617584339016
2948,3,1617584339020
2949,4,1617584339023
2950,3,1617584339027
2951,4,1617584339030
2952,3,1617584339034
2953,4,1617584339037
2954,3,1617584339041
2955,4,1617584339044
2956,3,1617584339048
2957,4,1617584339051
2958,4,1617584339055
2959,3,1617584339059
2960,4,1617584339062
2961,3,1617584339066
2962,3,1617584339069
2963,4,1617584339072
2964,4,1617584339076
2965,3,1617584339080
2966,3,1617584339083
2967,3,1617584339087
2968,4,1617584339090
2969,5,1617584339094
2970,3,1617584339099
2971,4,1617584339102
2972,3,1617584339106
2973,3,1617584339109
2974,4,1617584339112
2975,3,1617584339116
2976,3,1617584339120
2977,4,1617584339123
2978,4,1617584339127
2979,3,1617584339131
2980,3,1617584339134
2981,3,1617584339137
2982,4,1617584339140
2983,3,1617584339144
2984,5,1617584339147
2985,4,1617584339152
2986,3,1617584339156
2987,4,1617584339159
2988,3,1617584339163
2989,3,1617584339166
2990,4,1617584339169
2991,3,1617584339173
2992,3,1617584339176
2993,3,1617584339180
2994,4,1617584339183
2995,3,1617584339187
2996,4,1617584339190
2997,3,1617584339194
2998,4,1617584339197
2999,3,1617584339201
3000,4,1617584339204
3001,3,1617584339208
3002,5,1617584339211
3003,3,1617584339216
3004,5,1617584339219
3005,5,1617584339224
3006,4,1617584339229
3007,4,1617584339233
3008,4,1617584339237
3009,4,1617584339241
3010,4,1617584339245
3011,3,1617584339249
3012,4,1617584339252
3013,4,1617584339256
3014,3,1617584339260
3015,4,1617584339263
3016,4,1617584339267
3017,3,1617584339271
3018,4,1617584339274
3019,3,1617584339278
3020,4,1617584339281
3021,3,1617584339285
3022,4,1617584339288
3023,3,1617584339292
3024,4,1617584339295
3025,4,1617584339299
3026,4,1617584339303
3027,4,1617584339307
3028,3,1617584339311
3029,4,1617584339314
3030,4,1617584339318
3031,4,1617584339322
3032,4,1617584339326
3033,5,1617584339330
3034,5,1617584339335
3035,4,1617584339340
3036,4,1617584339344
3037,3,1617584339348
3038,4,1617584339351
3039,4,1617584339355
3040,4,1617584339359
3041,4,1617584339363
3042,3,1617584339367
3043,4,1617584339370
3044,6,1617584339374
3045,4,1617584339380
3046,4,1617584339384
3047,4,1617584339388
3048,5,1617584339392
3049,4,1617584339397
3050,4,1617584339401
3051,3,1617584339405
3052,4,1617584339408
3053,5,1617584339412
3054,4,1617584339417
3055,5,1617584339421
3056,4,1617584339426
3057,5,1617584339430
3058,3,1617584339435
3059,5,1617584339438
3060,3,1617584339443
3061,4,1617584339446
3062,4,1617584339450
3063,4,1617584339454
3064,5,1617584339458
3065,5,1617584339463
3066,5,1617584339468
3067,4,1617584339473
3068,5,1617584339477
3069,4,1617584339482
3070,3,1617584339486
3071,5,1617584339489
3072,3,1617584339494
3073,4,1617584339497
3074,3,1617584339501
3075,3,1617584339504
3076,4,1617584339507
3077,4,1617584339511
3078,4,1617584339515
3079,5,1617584339519
3080,5,1617584339524
3081,5,1617584339529
3082,4,1617584339534
3083,4,1617584339538
3084,4,1617584339542
3085,4,1617584339546
3086,3,1617584339550
3087,5,1617584339553
3088,4,1617584339558
3089,3,1617584339562
3090,4,1617584339565
3091,4,1617584339569
3092,4,1617584339573
3093,4,1617584339577
3094,4,1617584339581
3095,3,1617584339585
3096,4,1617584339588
3097,4,1617584339592
3098,4,1617584339596
3099,4,1617584339600
3100,3,1617584339604
3101,4,1617584339607
3102,3,1617584339611
3103,4,1617584339614
3104,3,1617584339618
3105,4,1617584339621
3106,3,1617584339625
3107,4,1617584339628
3108,3,1617584339632
3109,4,1617584339635
3110,3,1617584339639
3111,4,1617584339642
3112,4,1617584339646
3113,4,1617584339650
3114,4,1617584339654
3115,4,1617584339658
3116,4,1617584339662
3117,5,1617584339666
3118,4,1617584339671
3119,4,1617584339675
3120,3,1617584339679
3121,3,1617584339682
3122,4,1617584339685
3123,4,1617584339689
3124,3,1617584339694
3125,4,1617584339697
3126,3,1617584339701
3127,4,1617584339704
3128,3,1617584339708
3129,3,1617584339711
3130,4,1617584339714
3131,4,1617584339718
3132,3,1617584339722
3133,4,1617584339725
3134,4,1617584339729
3135,3,1617584339733
3136,5,1617584339736
3137,3,1617584339741
3138,4,1617584339744
3139,3,1617584339748
3140,4,1617584339751
3141,3,1617584339755
3142,4,1617584339758
3143,4,1617584339762
3144,3,1617584339766
3145,4,1617584339769
3146,3,1617584339773
3147,4,1617584339776
3148,4,1617584339780
3149,3,1617584339784
3150,3,1617584339788
3151,4,1617584339791
3152,3,1617584339795
3153,4,1617584339798
3154,3,1617584339802
3155,4,1617584339805
3156,4,1617584339809
3157,4,1617584339813
3158,4,1617584339817
3159,4,1617584339821
3160,4,1617584339825
3161,5,1617584339829
3162,6,1617584339834
3163,4,1617584339840
3164,7,1617584339844
3165,6,1617584339851
3166,4,1617584339857
3167,4,1617584339861
3168,4,1617584339865
3169,5,1617584339869
3170,5,1617584339874
3171,5,1617584339879
3172,4,1617584339884
3173,5,1617584339888
3174,4,1617584339893
3175,4,1617584339897
3176,5,1617584339901
3177,4,1617584339906
3178,4,1617584339910
3179,4,1617584339914
3180,4,1617584339918
3181,4,1617584339922
3182,5,1617584339926
3183,5,1617584339931
3184,5,1617584339936
3185,5,1617584339941
3186,5,1617584339946
3187,5,1617584339951
3188,4,1617584339956
3189,3,1617584339960
3190,5,1617584339963
3191,4,1617584339968
3192,5,1617584339972
3193,4,1617584339977
3194,4,1617584339981
3195,4,1617584339985
3196,4,1617584339989
3197,4,1617584339993
3198,5,1617584339997
3199,5,1617584340002
3200,5,1617584340007
3201,4,1617584340012
3202,4,1617584340016
3203,4,1617584340020
3204,5,1617584340024
3205,5,1617584340029
3206,4,1617584340034
3207,4,1617584340038
3208,5,1617584340042
3209,4,1617584340047
3210,4,1617584340051
3211,3,1617584340055
3212,4,1617584340058
3213,4,1617584340062
3214,4,1617584340066
3215,4,1617584340070
3216,4,1617584340074
3217,4,1617584340078
3218,4,1617584340082
3219,4,1617584340086
3220,4,1617584340090
3221,4,1617584340094
3222,4,1617584340098
3223,4,1617584340102
3224,4,1617584340106
3225,3,1617584340110
3226,5,1617584340113
3227,4,1617584340118
3228,4,1617584340122
3229,4,1617584340126
3230,4,1617584340130
3231,4,1617584340134
3232,5,1617584340138
3233,3,1617584340143
3234,4,1617584340146
3235,4,1617584340150
3236,4,1617584340154
3237,3,1617584340158
3238,4,1617584340161
3239,4,1617584340165
3240,6,1617584340169
3241,5,1617584340175
3242,5,1617584340180
3243,4,1617584340185
3244,5,1617584340189
3245,4,1617584340194
3246,4,1617584340198
3247,4,1617584340202
3248,3,1617584340206
3249,4,1617584340209
3250,4,1617584340213
3251,3,1617584340217
3252,4,1617584340220
3253,5,1617584340224
3254,4,1617584340229
3255,5,1617584340233
3256,5,1617584340238
3257,5,1617584340243
3258,5,1617584340248
3259,3,1617584340253
3260,3,1617584340257
3261,4,1617584340260
3262,3,1617584340264
3263,4,1617584340267
3264,4,1617584340271
3265,4,1617584340275
3266,3,1617584340279
3267,3,1617584340283
3268,3,1617584340286
3269,4,1617584340289
3270,3,1617584340293
3271,4,1617584340296
3272,3,1617584340300
3273,3,1617584340303
3274,4,1617584340306
3275,3,1617584340310
3276,3,1617584340313
3277,4,1617584340316
3278,3,1617584340320
3279,4,1617584340323
3280,3,1617584340327
3281,4,1617584340330
3282,3,1617584340334
3283,4,1617584340337
3284,4,1617584340341
3285,3,1617584340345
3286,5,1617584340348
3287,3,1617584340353
3288,7,1617584340356
3289,8,1617584340363
3290,8,1617584340371
3291,7,1617584340379
3292,7,1617584340386
3293,7,1617584340393
3294,8,1617584340400
3295,6,1617584340408
3296,7,1617584340414
3297,6,1617584340421
3298,6,1617584340427
3299,6,1617584340433
3300,7,1617584340439
3301,6,1617584340446
3302,6,1617584340452
3303,5,1617584340458
3304,4,1617584340463
3305,4,1617584340467
3306,4,1617584340471
3307,4,1617584340475
3308,3,1617584340479
3309,4,1617584340482
3310,3,1617584340486
3311,4,1617584340489
3312,3,1617584340493
3313,4,1617584340496
3314,4,1617584340500
3315,3,1617584340504
3316,3,1617584340507
3317,4,1617584340510
3318,4,1617584340514
3319,3,1617584340518
3320,3,1617584340521
3321,3,1617584340524
3322,3,1617584340527
3323,4,1617584340530
3324,3,1617584340534
3325,3,1617584340537
3326,4,1617584340540
3327,3,1617584340544
3328,3,1617584340547
3329,4,1617584340550
3330,3,1617584340554
3331,3,1617584340557
3332,4,1617584340560
3333,3,1617584340564
3334,4,1617584340567
3335,4,1617584340571
3336,3,1617584340575
3337,4,1617584340578
3338,3,1617584340582
3339,3,1617584340585
3340,3,1617584340588
3341,4,1617584340591
3342,4,1617584340595
3343,3,1617584340599
3344,4,1617584340602
3345,3,1617584340606
3346,4,1617584340609
3347,3,1617584340613
3348,4,1617584340616
3349,3,1617584340620
3350,3,1617584340623
3351,4,1617584340626
3352,3,1617584340630
3353,3,1617584340633
3354,4,1617584340636
3355,3,1617584340640
3356,4,1617584340643
3357,3,1617584340647
3358,3,1617584340650
3359,4,1617584340653
3360,3,1617584340657
3361,4,1617584340660
3362,3,1617584340664
3363,3,1617584340667
3364,4,1617584340670
3365,3,1617584340674
3366,4,1617584340677
3367,3,1617584340681
3368,3,1617584340684
3369,3,1617584340687
3370,5,1617584340690
3371,3,1617584340695
3372,3,1617584340698
3373,4,1617584340701
3374,3,1617584340705
3375,4,1617584340708
3376,5,1617584340712
3377,4,1617584340717
3378,4,1617584340721
3379,5,1617584340725
3380,5,1617584340730
3381,4,1617584340735
3382,4,1617584340739
3383,3,1617584340743
3384,3,1617584340746
3385,4,1617584340749
3386,3,1617584340753
3387,4,1617584340756
3388,3,1617584340760
3389,4,1617584340763
3390,3,1617584340767
3391,4,1617584340770
3392,3,1617584340774
3393,4,1617584340777
3394,3,1617584340781
3395,3,1617584340784
3396,4,1617584340787
3397,4,1617584340791
3398,3,1617584340795
3399,3,1617584340798
3400,3,1617584340801
3401,3,1617584340804
3402,3,1617584340807
3403,4,1617584340810
3404,4,1617584340814
3405,3,1617584340818
3406,4,1617584340821
3407,4,1617584340825
3408,4,1617584340829
3409,4,1617584340833
3410,3,1617584340837
3411,3,1617584340840
3412,4,1617584340843
3413,3,1617584340847
3414,4,1617584340850
3415,3,1617584340854
3416,4,1617584340857
3417,4,1617584340861
3418,4,1617584340865
3419,4,1617584340869
3420,3,1617584340873
3421,4,1617584340876
3422,3,1617584340881
3423,4,1617584340884
3424,4,1617584340888
3425,4,1617584340892
3426,3,1617584340896
3427,3,1617584340899
3428,3,1617584340902
3429,3,1617584340905
3430,4,1617584340908
3431,3,1617584340912
3432,3,1617584340915
3433,4,1617584340918
3434,3,1617584340922
3435,4,1617584340925
3436,3,1617584340929
3437,3,1617584340932
3438,3,1617584340935
3439,3,1617584340938
3440,3,1617584340941
3441,3,1617584340944
3442,3,1617584340947
3443,4,1617584340950
3444,3,1617584340954
3445,3,1617584340957
3446,3,1617584340960
3447,3,1617584340963
3448,3,1617584340966
3449,4,1617584340969
3450,3,1617584340973
3451,3,1617584340976
3452,3,1617584340979
3453,3,1617584340982
3454,3,1617584340985
3455,5,1617584340988
3456,4,1617584340993
3457,4,1617584340997
3458,5,1617584341001
3459,3,1617584341006
3460,4,1617584341009
3461,3,1617584341013
3462,3,1617584341016
3463,3,1617584341019
3464,4,1617584341022
3465,3,1617584341026
3466,4,1617584341029
3467,3,1617584341033
3468,4,1617584341036
3469,3,1617584341040
3470,4,1617584341043
3471,4,1617584341047
3472,4,1617584341051
3473,4,1617584341055
3474,3,1617584341059
3475,3,1617584341062
3476,3,1617584341065
3477,3,1617584341068
3478,10,1617584341071
3479,3,1617584341081
3480,4,1617584341084
3481,3,1617584341088
3482,3,1617584341091
3483,4,1617584341094
3484,3,1617584341098
3485,2,1617584341101
3486,2,1617584341104
3487,4,1617584341106
3488,3,1617584341110
3489,3,1617584341113
3490,3,1617584341116
3491,3,1617584341119
3492,3,1617584341122
3493,3,1617584341125
3494,4,1617584341128
3495,3,1617584341132
3496,3,1617584341135
3497,3,1617584341138
3498,3,1617584341141
3499,4,1617584341144
3500,3,1617584341148
3501,3,1617584341151
3502,3,1617584341154
3503,3,1617584341157
3504,3,1617584341160
3505,3,1617584341163
3506,4,1617584341166
3507,4,1617584341170
3508,3,1617584341174
3509,4,1617584341177
3510,3,1617584341181
3511,3,1617584341184
3512,3,1617584341187
3513,4,1617584341190
3514,3,1617584341194
3515,3,1617584341197
3516,3,1617584341200
3517,3,1617584341203
3518,3,1617584341206
3519,3,1617584341209
3520,2,1617584341213
3521,3,1617584341215
3522,3,1617584341218
3523,3,1617584341221
3524,3,1617584341224
3525,3,1617584341227
3526,4,1617584341230
3527,3,1617584341234
3528,3,1617584341237
3529,3,1617584341240
3530,3,1617584341243
3531,3,1617584341246
3532,3,1617584341249
3533,3,1617584341252
3534,3,1617584341255
3535,4,1617584341258
3536,3,1617584341262
3537,3,1617584341265
3538,3,1617584341268
3539,3,1617584341271
3540,3,1617584341274
3541,3,1617584341277
3542,3,1617584341280
3543,3,1617584341283
3544,3,1617584341286
3545,3,1617584341289
3546,2,1617584341292
3547,3,1617584341294
3548,3,1617584341297
3549,3,1617584341300
3550,3,1617584341303
3551,3,1617584341306
3552,3,1617584341309
3553,3,1617584341312
3554,3,1617584341315
3555,3,1617584341318
3556,3,1617584341321
3557,3,1617584341324
3558,3,1617584341327
3559,3,1617584341330
3560,3,1617584341333
3561,3,1617584341336
3562,3,1617584341339
3563,4,1617584341342
3564,3,1617584341346
3565,3,1617584341349
3566,3,1617584341352
3567,3,1617584341355
3568,3,1617584341358
3569,3,1617584341361
3570,8,1617584341364
3571,4,1617584341372
3572,3,1617584341376
3573,3,1617584341379
3574,2,1617584341382
3575,3,1617584341384
3576,3,1617584341387
3577,3,1617584341390
3578,3,1617584341393
3579,3,1617584341396
3580,3,1617584341399
3581,3,1617584341402
3582,3,1617584341405
3583,3,1617584341408
3584,3,1617584341411
3585,3,1617584341414
3586,3,1617584341417
3587,3,1617584341420
3588,3,1617584341423
3589,4,1617584341426
3590,3,1617584341430
3591,3,1617584341433
3592,3,1617584341436
3593,3,1617584341439
3594,3,1617584341442
3595,3,1617584341445
3596,5,1617584341448
3597,3,1617584341453
3598,3,1617584341456
3599,4,1617584341459
3600,3,1617584341463
3601,3,1617584341466
3602,3,1617584341470
3603,3,1617584341473
3604,3,1617584341476
3605,3,1617584341479
3606,3,1617584341482
3607,3,1617584341485
3608,3,1617584341488
3609,3,1617584341491
3610,3,1617584341494
3611,3,1617584341497
3612,2,1617584341500
3613,3,1617584341502
3614,3,1617584341505
3615,3,1617584341508
3616,4,1617584341511
3617,2,1617584341515
3618,3,1617584341517
3619,4,1617584341520
3620,2,1617584341524
3621,3,1617584341526
3622,4,1617584341529
3623,3,1617584341533
3624,2,1617584341536
3625,3,1617584341538
3626,3,1617584341541
3627,3,1617584341544
3628,3,1617584341547
3629,3,1617584341550
3630,3,1617584341553
3631,3,1617584341556
3632,3,1617584341559
3633,2,1617584341562
3634,3,1617584341564
3635,3,1617584341567
3636,3,1617584341570
3637,3,1617584341573
3638,3,1617584341576
3639,3,1617584341579
3640,3,1617584341582
3641,3,1617584341585
3642,3,1617584341588
3643,3,1617584341591
3644,3,1617584341594
3645,3,1617584341597
3646,3,1617584341600
3647,3,1617584341603
3648,3,1617584341606
3649,4,1617584341609
3650,3,1617584341613
3651,3,1617584341616
3652,3,1617584341619
3653,4,1617584341622
3654,2,1617584341626
3655,3,1617584341628
3656,3,1617584341631
3657,3,1617584341634
3658,3,1617584341637
3659,3,1617584341640
3660,3,1617584341643
3661,3,1617584341646
3662,3,1617584341649
3663,3,1617584341652
3664,3,1617584341655
3665,3,1617584341658
3666,3,1617584341661
3667,3,1617584341664
3668,3,1617584341667
3669,3,1617584341670
3670,3,1617584341673
3671,3,1617584341676
3672,3,1617584341679
3673,3,1617584341682
3674,2,1617584341685
3675,2,1617584341688
3676,3,1617584341690
3677,3,1617584341693
3678,3,1617584341696
3679,3,1617584341699
3680,3,1617584341702
3681,4,1617584341705
3682,2,1617584341709
3683,3,1617584341711
3684,3,1617584341714
3685,3,1617584341717
3686,3,1617584341720
3687,3,1617584341723
3688,3,1617584341726
3689,4,1617584341729
3690,3,1617584341733
3691,3,1617584341736
3692,2,1617584341739
3693,3,1617584341741
3694,3,1617584341744
3695,3,1617584341747
3696,3,1617584341750
3697,3,1617584341753
3698,3,1617584341756
3699,3,1617584341759
3700,3,1617584341762
3701,3,1617584341765
3702,3,1617584341768
3703,3,1617584341771
3704,3,1617584341774
3705,3,1617584341777
3706,3,1617584341780
